Month,Season,Product type,Price,Availability,Number of products sold,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping costs,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Location,Seasonal_Factor,Correct_Revenue
5,Summer,skincare,103.15,21,674,Female,312,13,238,14,21.11,227,12,60.83,Pass,0.206,Rail,Route B,199.41,Bangalore,1.1,76475.41
10,Festive,haircare,111.81,25,1127,Non-binary,170,5,145,7,9.08,1126,18,93.7,Pending,0.209,Road,Route C,150.32,Mumbai,1.3,163812.83
4,Summer,haircare,90.67,28,1919,Male,180,16,132,10,18.67,105,14,103.2,Pending,0.226,Sea,Route C,122.01,Kolkata,1.1,191395.3
6,Rainy,haircare,113.31,34,427,Female,132,8,208,10,5.13,1398,37,46.25,Pass,0.186,Rail,Route A,177.66,Hyderabad,0.95,45964.2
8,Rainy,skincare,50.73,77,1885,Male,251,14,39,7,17.28,104,12,116.43,Pass,0.042,Air,Route B,244.39,Bangalore,0.95,90844.75
11,Festive,haircare,132.32,21,611,Male,425,8,27,13,14.23,850,8,45.5,Pass,0.073,Air,Route C,64.9,Hyderabad,1.3,105101.78
3,Summer,haircare,46.8,22,1030,Male,467,18,32,6,21.7,1015,13,78.94,Pass,0.116,Rail,Route B,66.96,Hyderabad,1.1,53024.4
10,Festive,skincare,78.1,71,229,Non-binary,402,12,47,14,12.94,467,5,86.8,Pending,0.08,Rail,Route A,110.41,Hyderabad,1.3,23250.37
11,Festive,skincare,39.03,74,686,Female,465,11,246,9,12.42,630,27,75.3,Pass,0.134,Air,Route B,217.94,Mumbai,1.3,34806.95
11,Festive,skincare,95.43,72,583,Male,393,16,257,2,23.54,619,17,82.16,Pass,0.024,Road,Route C,178.19,Chennai,1.3,72326.4
1,Winter,skincare,110.37,91,1964,Female,457,15,39,12,23.55,853,33,41.12,Pending,0.238,Air,Route A,193.12,Mumbai,0.9,195090.01
4,Summer,skincare,142.95,59,457,Non-binary,205,13,128,4,3.79,830,34,34.43,Pending,0.245,Road,Route C,202.0,Kolkata,1.1,71860.96
4,Summer,skincare,118.72,58,484,Male,258,18,295,7,13.68,909,27,21.54,Pending,0.018,Rail,Route A,131.43,Kolkata,1.1,63206.53
1,Winter,haircare,94.93,62,353,Male,266,1,83,9,6.54,184,25,80.88,Pending,0.01,Rail,Route C,102.49,Mumbai,0.9,30159.26
9,Rainy,haircare,141.91,32,934,Male,159,1,80,7,9.02,106,17,112.4,Pass,0.122,Air,Route C,187.51,Kolkata,0.95,125916.74
3,Summer,skincare,87.41,56,1290,Female,131,1,282,11,17.66,843,35,88.06,Fail,0.036,Road,Route C,139.03,Kolkata,1.1,124034.79
5,Summer,skincare,97.34,74,1836,Female,421,9,222,7,5.84,1384,17,85.1,Pending,0.035,Air,Route B,246.07,Delhi,1.1,196587.86
6,Rainy,haircare,101.53,51,1803,Male,499,14,150,5,3.25,745,30,73.26,Pass,0.092,Road,Route C,99.59,Kolkata,0.95,173905.66
8,Rainy,skincare,79.2,33,895,Female,214,18,247,13,19.0,203,28,81.81,Fail,0.24,Rail,Route A,135.24,Chennai,0.95,67339.8
6,Rainy,skincare,130.62,84,568,Female,463,1,16,8,17.11,677,29,92.32,Pass,0.234,Sea,Route A,64.48,Mumbai,0.95,70482.55
3,Summer,haircare,52.22,46,1983,Male,144,11,225,8,22.86,482,8,35.12,Fail,0.232,Road,Route B,98.99,Chennai,1.1,113907.49
6,Rainy,skincare,96.58,43,592,Male,375,2,77,14,14.93,638,25,93.04,Pending,0.042,Road,Route A,129.87,Delhi,0.95,54316.59
1,Winter,skincare,116.67,41,1019,Male,258,19,114,2,23.8,1036,11,35.52,Pass,0.021,Sea,Route C,108.33,Mumbai,0.9,106998.06
4,Summer,haircare,138.48,97,1461,Non-binary,20,2,44,13,16.4,321,10,49.44,Pending,0.028,Air,Route C,107.83,Mumbai,1.1,222551.21
6,Rainy,haircare,136.07,64,150,Male,140,19,38,4,11.52,1060,10,53.93,Pass,0.148,Rail,Route A,244.66,Hyderabad,0.95,19389.97
7,Rainy,haircare,91.05,27,1179,Male,108,2,128,10,16.39,657,35,48.56,Fail,0.085,Air,Route A,167.39,Bangalore,0.95,101980.55
11,Festive,haircare,107.18,86,172,Male,39,6,43,14,19.48,1032,13,72.46,Pending,0.219,Rail,Route A,89.08,Delhi,1.3,23965.45
11,Festive,haircare,77.31,83,1917,Male,292,15,269,7,10.65,1325,6,75.51,Pending,0.165,Sea,Route B,41.02,Chennai,1.3,192664.25
10,Festive,skincare,86.18,66,699,Male,196,11,141,14,11.2,1146,25,101.96,Fail,0.25,Road,Route A,227.52,Kolkata,1.3,78311.77
3,Summer,skincare,138.75,40,151,Male,425,16,210,5,16.86,355,11,77.72,Fail,0.227,Sea,Route B,167.65,Chennai,1.1,23046.38
9,Rainy,skincare,141.68,51,224,Male,133,3,122,9,13.02,859,5,119.65,Pass,0.143,Air,Route C,98.69,Mumbai,0.95,30149.5
12,Festive,skincare,137.45,64,361,Male,436,3,106,13,14.59,1054,11,89.48,Fail,0.208,Air,Route C,101.14,Chennai,1.3,64505.28
12,Festive,skincare,46.6,63,1054,Non-binary,301,19,15,8,24.61,699,13,92.96,Fail,0.04,Sea,Route C,98.26,Bangalore,1.3,63851.32
7,Rainy,haircare,132.01,60,1903,Female,46,11,38,11,3.96,1057,29,119.78,Pass,0.215,Sea,Route A,89.71,Bangalore,0.95,238654.28
1,Winter,skincare,143.8,71,1698,Non-binary,207,6,174,7,17.25,105,17,43.42,Pending,0.179,Road,Route A,72.84,Mumbai,0.9,219755.16
2,Winter,skincare,73.35,30,1671,Non-binary,437,9,46,5,23.3,1276,35,84.67,Pass,0.097,Sea,Route C,59.75,Kolkata,0.9,110311.06
1,Winter,skincare,92.24,37,1644,Male,106,5,72,5,8.2,269,10,108.8,Pending,0.202,Air,Route C,101.16,Hyderabad,0.9,136478.3
11,Festive,skincare,123.49,30,429,Male,99,7,248,9,7.66,751,18,116.79,Fail,0.164,Road,Route C,222.84,Kolkata,1.3,68870.37
9,Rainy,skincare,97.45,46,1446,Male,481,1,259,4,10.99,1213,34,64.65,Pass,0.022,Road,Route C,63.73,Delhi,0.95,133867.06
9,Rainy,haircare,149.22,62,340,Male,199,3,194,12,4.63,1030,26,63.09,Pass,0.245,Road,Route B,95.4,Kolkata,0.95,48198.06
7,Rainy,skincare,84.69,84,1408,Female,74,11,256,10,15.33,862,8,29.47,Pass,0.068,Air,Route C,101.41,Mumbai,0.95,113281.34
10,Festive,skincare,115.67,73,1962,Female,266,10,49,9,17.2,1043,33,110.42,Fail,0.137,Air,Route C,105.12,Mumbai,1.3,295027.9
3,Summer,skincare,125.11,48,1725,Non-binary,336,13,73,5,21.04,787,6,113.68,Fail,0.217,Rail,Route C,88.34,Bangalore,1.1,237396.22
5,Summer,skincare,89.29,40,1387,Female,453,3,232,13,4.46,1012,34,108.45,Fail,0.072,Air,Route B,72.61,Chennai,1.1,136229.75
4,Summer,skincare,132.84,48,1422,Non-binary,252,11,131,14,12.6,1463,28,42.54,Fail,0.058,Rail,Route C,91.11,Bangalore,1.1,207788.33
7,Rainy,skincare,95.54,28,1328,Male,466,9,140,4,20.25,1394,20,50.17,Pass,0.139,Road,Route A,228.34,Bangalore,0.95,120533.26
9,Rainy,haircare,79.4,80,390,Non-binary,467,11,134,14,19.9,538,29,114.84,Pending,0.088,Sea,Route B,144.58,Delhi,0.95,29417.7
12,Festive,skincare,42.94,81,310,Non-binary,289,9,34,5,4.62,573,5,81.42,Pending,0.173,Air,Route C,234.03,Chennai,1.3,17304.82
2,Winter,haircare,77.21,90,1489,Female,401,13,45,12,3.25,1048,16,83.23,Pending,0.08,Road,Route A,182.32,Chennai,0.9,103469.12
8,Rainy,haircare,118.07,24,1913,Non-binary,128,9,117,13,20.23,1327,20,61.7,Pass,0.247,Rail,Route A,146.18,Mumbai,0.95,214574.51
9,Rainy,skincare,140.55,34,1587,Male,493,14,195,3,6.04,1157,31,81.52,Pending,0.071,Road,Route C,124.39,Chennai,0.95,211900.21
10,Festive,skincare,60.2,76,818,Male,257,16,112,7,15.71,213,33,36.05,Fail,0.159,Sea,Route A,223.19,Chennai,1.3,64016.68
10,Festive,skincare,72.63,24,421,Male,397,17,28,14,5.07,481,33,114.94,Pass,0.068,Air,Route A,151.04,Kolkata,1.3,39750.4
9,Rainy,haircare,48.48,39,457,Male,326,15,196,4,9.5,992,8,114.55,Pending,0.115,Air,Route A,109.56,Chennai,0.95,21047.59
10,Festive,skincare,112.89,23,1016,Female,388,11,243,4,6.48,558,36,105.71,Pass,0.073,Air,Route B,44.62,Kolkata,1.3,149105.11
7,Rainy,skincare,145.22,75,193,Non-binary,174,12,103,13,19.2,739,8,45.6,Pending,0.104,Rail,Route A,153.74,Bangalore,0.95,26626.09
9,Rainy,skincare,106.91,53,810,Non-binary,187,11,240,13,17.8,996,38,107.6,Pass,0.158,Sea,Route A,170.36,Chennai,0.95,82267.24
9,Rainy,haircare,104.05,59,1986,Non-binary,87,18,137,2,5.98,222,38,90.01,Fail,0.176,Air,Route B,169.74,Chennai,0.95,196311.13
3,Summer,haircare,96.42,88,268,Non-binary,284,12,268,9,4.31,1221,6,44.62,Pending,0.059,Sea,Route C,218.19,Mumbai,1.1,28424.62
4,Summer,skincare,40.61,87,1420,Male,459,8,251,9,13.26,799,32,103.53,Pass,0.225,Sea,Route C,148.6,Delhi,1.1,63432.82
2,Winter,haircare,117.54,41,1862,Female,494,10,124,10,7.3,1401,5,29.09,Fail,0.081,Road,Route A,203.03,Mumbai,0.9,196973.53
10,Festive,skincare,102.25,33,615,Non-binary,254,3,161,14,3.18,1212,27,91.71,Fail,0.015,Air,Route B,199.62,Delhi,1.3,81748.88
3,Summer,haircare,109.38,87,197,Non-binary,58,4,125,12,8.81,591,23,119.74,Fail,0.237,Road,Route C,59.97,Mumbai,1.1,23702.65
11,Festive,skincare,137.86,27,1828,Female,162,13,271,13,7.74,109,31,63.11,Pass,0.068,Road,Route C,134.87,Bangalore,1.3,327610.5
11,Festive,haircare,124.08,86,1901,Non-binary,364,8,258,6,18.07,986,16,82.16,Pass,0.249,Sea,Route B,141.83,Hyderabad,1.3,306638.9
5,Summer,skincare,123.71,65,449,Female,37,2,199,12,21.94,1253,5,41.65,Fail,0.137,Rail,Route C,192.7,Bangalore,1.1,61100.37
5,Summer,skincare,141.26,48,835,Non-binary,71,2,230,5,8.23,69,17,66.65,Pass,0.212,Air,Route B,110.26,Chennai,1.1,129747.31
6,Rainy,haircare,148.79,31,678,Female,464,6,265,10,7.91,159,5,30.82,Fail,0.027,Air,Route A,209.83,Kolkata,0.95,95835.64
7,Rainy,haircare,99.75,98,1773,Non-binary,241,7,294,4,11.53,1359,14,89.54,Pending,0.138,Rail,Route C,165.95,Mumbai,0.95,168013.91
7,Rainy,haircare,43.07,71,940,Male,312,4,150,5,6.8,1374,18,97.28,Fail,0.005,Sea,Route B,59.52,Bangalore,0.95,38461.51
1,Winter,haircare,85.1,77,500,Non-binary,99,8,152,9,23.83,1277,26,78.84,Pass,0.095,Sea,Route A,145.42,Delhi,0.9,38295.0
2,Winter,haircare,124.51,21,850,Male,200,18,298,14,8.36,317,24,94.11,Pass,0.01,Rail,Route B,209.03,Delhi,0.9,95250.15
12,Festive,skincare,33.33,20,1574,Female,159,10,260,14,5.05,1445,32,88.98,Pending,0.116,Sea,Route A,234.65,Delhi,1.3,68199.85
9,Rainy,skincare,36.83,74,1598,Male,228,11,153,3,15.25,856,16,112.29,Pass,0.178,Air,Route A,52.5,Chennai,0.95,55911.62
10,Festive,haircare,38.06,53,920,Non-binary,428,7,94,4,14.83,1139,20,67.86,Pass,0.219,Sea,Route C,163.07,Bangalore,1.3,45519.76
2,Winter,skincare,117.72,83,1542,Male,354,5,189,14,16.9,1288,5,73.84,Fail,0.166,Air,Route A,207.25,Kolkata,0.9,163371.82
6,Rainy,skincare,90.14,87,1127,Male,300,11,110,12,24.27,939,22,57.22,Fail,0.181,Air,Route C,120.31,Kolkata,0.95,96508.39
11,Festive,haircare,74.27,31,1447,Non-binary,424,18,246,14,10.12,1020,8,55.28,Pass,0.054,Road,Route B,122.35,Bangalore,1.3,139709.3
11,Festive,skincare,42.67,69,468,Female,141,16,214,4,10.91,737,10,101.77,Fail,0.073,Air,Route A,206.21,Hyderabad,1.3,25960.43
1,Winter,skincare,117.87,40,1987,Male,230,19,299,12,10.41,1342,39,112.89,Fail,0.234,Air,Route B,47.34,Bangalore,0.9,210786.92
3,Summer,haircare,68.52,29,1737,Non-binary,363,5,136,9,16.83,879,16,50.98,Pending,0.041,Rail,Route C,83.52,Hyderabad,1.1,130921.16
2,Winter,haircare,61.84,89,1518,Male,154,7,287,12,16.29,579,31,61.94,Pass,0.248,Sea,Route C,244.59,Chennai,0.9,84485.81
3,Summer,skincare,108.28,33,655,Female,479,3,269,3,14.63,196,33,55.23,Pass,0.21,Air,Route B,169.12,Mumbai,1.1,78015.74
5,Summer,haircare,97.08,59,1242,Female,196,10,262,9,11.02,1228,21,105.47,Pending,0.201,Road,Route B,211.72,Delhi,1.1,132630.7
11,Festive,skincare,73.49,49,1823,Female,58,19,186,8,12.41,956,31,114.78,Fail,0.202,Rail,Route B,204.17,Chennai,1.3,174163.95
10,Festive,haircare,106.98,92,1866,Male,94,5,248,2,20.44,550,10,110.2,Pass,0.093,Sea,Route C,221.22,Bangalore,1.3,259512.08
6,Rainy,haircare,62.55,33,1104,Non-binary,372,5,176,9,16.4,1103,11,21.32,Pending,0.198,Road,Route A,168.36,Bangalore,0.95,65602.44
9,Rainy,haircare,125.38,71,1065,Female,68,11,224,12,18.76,690,24,37.27,Pending,0.089,Sea,Route A,74.8,Chennai,0.95,126853.21
12,Festive,haircare,57.52,36,1114,Non-binary,236,19,214,2,9.09,510,14,109.52,Pass,0.092,Sea,Route A,163.22,Kolkata,1.3,83300.46
11,Festive,skincare,49.06,81,1313,Female,265,12,209,10,23.05,1209,19,72.52,Fail,0.198,Sea,Route C,108.52,Mumbai,1.3,83740.51
10,Festive,haircare,123.89,41,1745,Male,250,17,10,2,3.77,624,19,57.75,Fail,0.098,Sea,Route C,203.54,Chennai,1.3,281044.46
12,Festive,haircare,114.95,72,1539,Male,437,15,178,6,16.11,197,27,60.69,Pass,0.202,Road,Route B,178.3,Bangalore,1.3,229980.47
12,Festive,skincare,51.92,51,913,Female,274,18,282,9,20.87,895,14,102.41,Fail,0.003,Road,Route C,67.45,Chennai,1.3,61623.85
4,Summer,skincare,43.95,95,1914,Non-binary,222,9,273,5,22.06,897,8,101.22,Pending,0.043,Air,Route A,213.65,Bangalore,1.1,92532.33
7,Rainy,skincare,130.61,74,205,Non-binary,163,17,76,7,10.03,1220,37,102.82,Pending,0.233,Rail,Route A,152.49,Mumbai,0.95,25436.3
6,Rainy,skincare,123.19,99,264,Female,371,11,127,2,13.11,941,16,104.79,Pass,0.157,Rail,Route A,175.89,Kolkata,0.95,30896.05
2,Winter,haircare,69.27,41,737,Male,418,6,95,4,3.77,1367,13,26.95,Pass,0.117,Air,Route A,89.63,Bangalore,0.9,45946.79
10,Festive,skincare,108.98,57,1469,Non-binary,315,12,244,13,20.37,1379,31,95.64,Pass,0.145,Rail,Route A,167.48,Delhi,1.3,208119.11
11,Festive,haircare,44.9,69,1221,Non-binary,482,11,267,6,5.74,1463,15,81.09,Pass,0.101,Road,Route A,93.72,Bangalore,1.3,71269.77
11,Festive,skincare,90.85,85,1123,Male,26,17,26,3,12.42,75,36,45.37,Pending,0.033,Road,Route A,148.1,Hyderabad,1.3,132631.91
11,Festive,haircare,32.25,64,1609,Non-binary,120,10,82,2,24.8,738,19,79.25,Pass,0.223,Rail,Route B,143.06,Delhi,1.3,67457.32
8,Rainy,skincare,76.99,27,430,Female,315,13,170,10,23.19,1173,11,88.39,Fail,0.189,Air,Route B,193.53,Mumbai,0.95,31450.41
7,Rainy,haircare,38.98,84,1493,Male,469,5,230,14,10.26,581,30,77.11,Fail,0.174,Rail,Route C,57.98,Bangalore,0.95,55287.28
7,Rainy,haircare,87.02,59,1565,Female,345,4,191,9,7.93,1434,12,55.26,Pass,0.211,Rail,Route C,61.6,Bangalore,0.95,129376.98
8,Rainy,skincare,80.6,24,1243,Male,247,7,258,4,8.54,672,9,44.45,Pass,0.186,Rail,Route C,150.72,Chennai,0.95,95176.51
12,Festive,haircare,83.33,64,1976,Female,122,15,116,7,18.07,1177,6,28.63,Fail,0.129,Rail,Route A,62.08,Kolkata,1.3,214058.1
12,Festive,haircare,35.44,65,398,Female,111,2,110,9,18.97,1484,6,25.69,Pass,0.034,Rail,Route C,207.6,Kolkata,1.3,18336.66
11,Festive,haircare,73.39,55,955,Female,297,17,266,7,7.76,689,14,55.24,Pass,0.027,Rail,Route C,219.31,Delhi,1.3,91113.68
1,Winter,haircare,120.78,36,1266,Non-binary,376,8,287,9,8.28,1094,21,43.65,Fail,0.008,Rail,Route B,100.46,Bangalore,0.9,137616.73
1,Winter,skincare,74.27,60,806,Non-binary,206,16,171,4,10.11,1276,17,69.47,Fail,0.123,Sea,Route A,169.8,Delhi,0.9,53875.46
8,Rainy,haircare,115.82,49,1765,Female,408,3,58,13,12.53,516,13,76.36,Pending,0.04,Road,Route A,114.32,Delhi,0.95,194201.18
4,Summer,haircare,74.34,71,1739,Female,165,17,179,5,23.18,1067,20,57.96,Fail,0.068,Rail,Route B,72.4,Kolkata,1.1,142204.99
5,Summer,skincare,80.79,98,1216,Male,286,5,101,9,3.58,950,11,58.02,Pending,0.219,Road,Route B,245.55,Delhi,1.1,108064.7
8,Rainy,skincare,97.67,39,1420,Non-binary,138,14,278,12,17.04,139,16,94.84,Pass,0.152,Rail,Route C,205.27,Chennai,0.95,131756.83
5,Summer,skincare,144.08,55,546,Female,283,14,239,11,21.96,120,8,20.59,Pending,0.246,Sea,Route C,249.32,Hyderabad,1.1,86534.45
10,Festive,haircare,43.06,85,579,Non-binary,295,14,259,12,18.91,801,35,119.78,Pending,0.237,Rail,Route A,51.31,Hyderabad,1.3,32411.26
4,Summer,haircare,33.95,64,833,Male,222,11,237,11,7.77,649,36,64.09,Pass,0.111,Air,Route C,96.58,Hyderabad,1.1,31108.39
12,Festive,skincare,102.95,23,1835,Female,78,13,205,14,13.49,417,7,78.72,Fail,0.164,Road,Route A,60.13,Bangalore,1.3,245587.22
6,Rainy,haircare,143.89,69,1923,Non-binary,366,9,151,9,23.03,201,11,44.37,Pass,0.237,Road,Route B,127.28,Mumbai,0.95,262865.45
12,Festive,skincare,148.77,74,973,Male,496,2,193,7,5.55,787,6,40.97,Pending,0.196,Air,Route B,183.45,Chennai,1.3,188179.17
5,Summer,haircare,88.1,78,1381,Female,172,12,224,11,24.73,1112,15,87.28,Fail,0.164,Sea,Route C,185.84,Hyderabad,1.1,133832.71
7,Rainy,skincare,86.17,61,621,Non-binary,205,8,78,14,6.16,133,11,117.27,Fail,0.148,Road,Route C,242.0,Delhi,0.95,50835.99
10,Festive,haircare,107.4,21,1806,Male,134,16,55,7,6.13,1278,24,110.84,Pending,0.136,Rail,Route A,185.39,Delhi,1.3,252153.72
7,Rainy,skincare,96.68,65,1498,Male,294,1,24,10,20.88,618,26,113.18,Pending,0.035,Road,Route A,158.34,Hyderabad,0.95,137585.31
4,Summer,haircare,106.09,21,1550,Non-binary,400,16,145,9,21.22,365,26,70.81,Pending,0.027,Air,Route C,72.68,Hyderabad,1.1,180883.45
12,Festive,skincare,134.88,69,1224,Female,405,6,131,4,3.83,870,29,55.89,Pass,0.06,Sea,Route A,216.13,Chennai,1.3,214621.06
5,Summer,haircare,119.56,20,721,Non-binary,381,6,193,8,6.7,918,22,96.59,Fail,0.143,Road,Route C,104.08,Delhi,1.1,94823.04
3,Summer,haircare,89.63,32,858,Male,255,3,276,13,23.87,1224,14,74.22,Pending,0.233,Road,Route B,94.62,Bangalore,1.1,84592.79
4,Summer,haircare,85.42,89,1958,Male,461,9,208,10,9.15,1150,16,101.31,Fail,0.098,Rail,Route B,93.12,Hyderabad,1.1,183977.6
4,Summer,skincare,106.75,41,343,Female,85,19,182,13,3.27,471,33,89.9,Fail,0.215,Air,Route A,135.71,Mumbai,1.1,40276.78
3,Summer,haircare,84.68,36,122,Non-binary,282,3,119,11,8.59,363,7,56.38,Pass,0.005,Air,Route C,42.44,Delhi,1.1,11364.06
10,Festive,haircare,84.93,78,1477,Female,70,7,114,12,19.18,936,30,26.84,Fail,0.185,Sea,Route C,102.09,Bangalore,1.3,163074.09
5,Summer,haircare,31.96,89,565,Female,370,14,296,4,23.16,1237,21,49.48,Pass,0.022,Air,Route C,170.23,Kolkata,1.1,19863.14
5,Summer,skincare,50.89,22,1348,Male,436,14,184,12,6.41,1002,24,103.07,Fail,0.225,Air,Route C,148.72,Mumbai,1.1,75459.69
11,Festive,haircare,88.62,89,964,Non-binary,350,3,70,10,7.94,1242,39,66.14,Fail,0.121,Air,Route B,77.29,Kolkata,1.3,111058.58
7,Rainy,skincare,128.72,68,1567,Non-binary,251,5,273,6,12.71,1462,24,102.15,Pending,0.127,Sea,Route A,185.64,Delhi,0.95,191619.03
4,Summer,haircare,63.45,69,1897,Male,379,5,282,11,19.46,636,18,89.78,Fail,0.23,Road,Route C,221.16,Kolkata,1.1,132401.12
4,Summer,skincare,92.72,54,368,Male,32,19,167,10,17.49,561,17,50.89,Pass,0.11,Road,Route B,212.91,Kolkata,1.1,37533.06
9,Rainy,skincare,71.4,42,632,Non-binary,413,10,232,2,10.21,193,32,64.12,Pending,0.226,Sea,Route C,247.5,Hyderabad,0.95,42868.56
6,Rainy,haircare,42.58,91,413,Female,388,9,124,14,4.46,381,36,85.68,Pending,0.17,Road,Route A,246.77,Hyderabad,0.95,16706.26
4,Summer,skincare,145.0,26,219,Female,334,16,263,5,8.57,1232,6,107.71,Pass,0.071,Sea,Route A,221.48,Bangalore,1.1,34930.5
2,Winter,skincare,132.56,69,1080,Non-binary,313,9,72,13,7.83,249,18,23.94,Pending,0.015,Air,Route C,162.93,Hyderabad,0.9,128848.32
6,Rainy,haircare,39.42,29,1604,Female,39,6,70,12,3.46,957,30,119.21,Pass,0.226,Rail,Route A,212.39,Chennai,0.95,60068.2
2,Winter,skincare,116.37,74,1243,Female,232,5,265,10,24.45,1342,6,60.75,Pass,0.081,Road,Route C,246.94,Bangalore,0.9,130183.12
5,Summer,skincare,71.71,93,809,Male,289,4,86,14,8.62,200,15,33.0,Pass,0.006,Air,Route C,146.99,Bangalore,1.1,63814.73
6,Rainy,skincare,149.38,38,235,Female,491,18,99,14,21.4,1334,13,53.12,Pending,0.227,Rail,Route B,102.71,Kolkata,0.95,33349.08
4,Summer,skincare,66.29,42,1200,Male,59,16,297,13,13.67,1017,11,99.58,Pending,0.133,Air,Route A,154.46,Delhi,1.1,87502.8
3,Summer,haircare,58.65,83,1477,Female,154,7,281,14,24.39,1332,39,77.43,Pass,0.174,Air,Route A,222.28,Chennai,1.1,95288.66
7,Rainy,skincare,98.15,52,1181,Non-binary,472,14,146,13,6.29,688,21,31.08,Pending,0.238,Sea,Route C,118.25,Kolkata,0.95,110119.39
2,Winter,skincare,130.22,85,1035,Male,281,17,284,13,5.43,1052,30,58.83,Pending,0.049,Road,Route A,86.27,Mumbai,0.9,121299.93
11,Festive,haircare,53.1,28,1209,Non-binary,443,8,49,10,3.05,859,33,25.55,Fail,0.158,Air,Route B,147.18,Delhi,1.3,83457.27
6,Rainy,haircare,115.13,48,100,Male,200,11,183,7,18.81,1371,37,26.67,Fail,0.043,Air,Route C,231.34,Chennai,0.95,10937.35
4,Summer,skincare,37.37,98,176,Female,246,17,118,11,9.74,330,15,42.08,Pass,0.065,Rail,Route B,80.54,Kolkata,1.1,7234.83
6,Rainy,haircare,140.27,37,1060,Non-binary,284,14,140,7,22.15,657,38,55.12,Pending,0.135,Sea,Route C,131.59,Mumbai,0.95,141251.89
4,Summer,haircare,39.73,90,1645,Male,125,9,163,4,16.94,641,10,89.32,Pass,0.056,Rail,Route A,149.76,Kolkata,1.1,71891.44
4,Summer,haircare,139.71,97,1567,Non-binary,340,6,81,11,15.7,1148,22,21.71,Pending,0.118,Rail,Route B,132.89,Delhi,1.1,240818.13
4,Summer,haircare,88.9,48,680,Non-binary,423,8,14,6,13.71,713,35,51.53,Fail,0.004,Air,Route C,67.91,Hyderabad,1.1,66497.2
9,Rainy,haircare,83.77,80,247,Female,409,17,222,9,8.68,666,19,55.75,Pass,0.162,Sea,Route A,59.13,Delhi,0.95,19656.63
7,Rainy,haircare,146.8,24,673,Male,115,13,292,3,4.42,649,34,50.96,Pass,0.191,Air,Route A,92.9,Delhi,0.95,93856.58
3,Summer,haircare,148.85,88,1648,Female,480,13,181,3,12.76,175,17,34.23,Fail,0.058,Air,Route B,114.25,Hyderabad,1.1,269835.28
3,Summer,haircare,108.02,75,285,Non-binary,314,17,223,5,5.18,487,9,106.09,Pass,0.007,Rail,Route C,60.95,Hyderabad,1.1,33864.27
6,Rainy,haircare,45.25,71,1800,Male,142,19,98,10,22.93,1496,24,52.12,Fail,0.017,Air,Route A,129.87,Bangalore,0.95,77377.5
6,Rainy,skincare,90.74,34,621,Non-binary,296,2,80,6,21.25,1389,22,104.45,Pending,0.158,Rail,Route A,125.71,Hyderabad,0.95,53532.06
4,Summer,skincare,93.5,39,1894,Non-binary,56,18,178,4,16.63,430,6,39.0,Pending,0.25,Road,Route A,184.65,Hyderabad,1.1,194797.9
9,Rainy,skincare,91.73,92,261,Male,287,4,207,9,12.95,95,16,92.27,Fail,0.171,Air,Route C,139.51,Delhi,0.95,22744.45
4,Summer,skincare,98.34,35,1413,Non-binary,217,7,105,13,12.99,494,24,40.06,Pending,0.002,Air,Route C,201.09,Chennai,1.1,152849.86
9,Rainy,skincare,32.25,94,1544,Male,274,16,28,12,13.22,967,28,54.23,Pending,0.234,Road,Route B,147.02,Kolkata,0.95,47304.3
4,Summer,haircare,115.35,44,295,Male,34,19,164,8,19.4,387,13,87.74,Fail,0.214,Air,Route B,229.3,Delhi,1.1,37431.08
2,Winter,haircare,115.49,76,133,Male,424,15,103,10,5.78,514,39,74.8,Pass,0.131,Rail,Route C,181.83,Kolkata,0.9,13824.15
2,Winter,skincare,43.86,40,1795,Non-binary,104,14,62,11,14.69,626,35,46.67,Fail,0.203,Road,Route C,225.56,Bangalore,0.9,70855.83
5,Summer,skincare,98.43,24,1720,Female,111,13,20,7,20.88,1160,33,108.13,Fail,0.074,Sea,Route C,51.76,Bangalore,1.1,186229.56
4,Summer,haircare,98.2,94,1693,Non-binary,119,7,114,3,14.22,825,33,67.25,Pending,0.031,Road,Route C,237.41,Chennai,1.1,182877.86
7,Rainy,skincare,111.89,28,1996,Non-binary,484,15,19,2,3.3,402,8,98.84,Fail,0.039,Road,Route A,48.19,Delhi,0.95,212165.82
11,Festive,haircare,40.25,30,507,Male,193,1,230,6,8.38,317,18,106.21,Pass,0.059,Air,Route B,238.85,Hyderabad,1.3,26528.78
5,Summer,skincare,105.18,84,1900,Female,474,2,29,13,17.71,271,32,64.99,Pending,0.068,Air,Route A,195.72,Chennai,1.1,219826.2
6,Rainy,haircare,63.69,82,1420,Male,234,3,156,8,23.55,1432,37,53.31,Fail,0.105,Sea,Route A,202.77,Hyderabad,0.95,85917.81
10,Festive,skincare,90.84,45,636,Non-binary,384,5,264,8,22.66,284,12,75.35,Pass,0.172,Road,Route C,83.15,Kolkata,1.3,75106.51
4,Summer,haircare,122.8,93,135,Female,105,16,139,3,21.1,126,5,28.25,Pass,0.033,Road,Route B,182.43,Kolkata,1.1,18235.8
